date,customer_id,consultant_id,hours_billed,revenue_usd
2024-02-16,C023,,20,700.00
2024-02-19,C021,,1,600.00
2024-02-29,C005,,1,-14200.00
2024-02-29,C005,,13.92,696.00
2024-02-29,C005,,14.38,359.50
2024-02-29,C005,,45.3,1359.00
2024-02-29,C005,,4.43,73.10
2024-02-29,C005,,38.5,1925.00
2024-02-29,C005,,15.53,465.92
2024-02-29,C005,,40,2000.00
2024-02-29,C005,,25.41,1270.65
2024-02-29,C005,,47.45,2372.50
2024-02-29,C005,,28.6,1430.00
2024-02-29,C005,,24.51,735.30
2024-02-29,C005,,96.25,4812.50
2024-02-29,C003,,0.9,135.00
2024-02-29,C016,,22.83,799.00
2024-02-29,C016,,7.78,194.50
2024-02-29,C016,,7.43,260.05
2024-02-29,C005,,5.87,176.10
2024-02-29,C005,,27,1485.00
2024-02-29,C005,,3.5,175.00
2024-02-29,C005,,1.11,55.50
2024-02-29,C009,,79.39,3969.50
2024-02-29,C006,,32.86,492.90
2024-02-29,C006,,36.15,542.25
2024-02-29,C006,,27.33,409.95
2024-02-29,C024,,2,60.00
2024-02-29,C013,,24.88,373.20
2024-02-29,C012,,44.57,1337.10
2024-02-29,C017,,29.25,1462.50
2024-03-01,C018,,2,1200.00
2024-03-01,C025,,2,2000.00
2024-03-01,C017,,1,2165.00
2024-03-01,C017,,1,300.00
2024-03-01,C010,,6,3600.00
2024-03-01,C010,,2,600.00
2024-03-01,C008,,1,600.00
2024-03-01,C008,,1,300.00
2024-03-01,C008,,1,250.00
2024-03-01,C011,,40,1400.00
2024-03-01,C026,,1,1000.00
2024-03-01,C020,,80,2000.00
2024-03-01,C014,,1,650.00
2024-03-01,C003,,0.9,22.50
2024-03-01,C027,,0.9,45.00
2024-03-04,C012,,2,1200.00
2024-03-04,C022,,1,1500.00
2024-03-06,C009,,4,4000.00
2024-03-07,C005,,100,6000.00
2024-03-07,C005,,20,480.00
2024-03-07,C005,,40,960.00
2024-03-07,C005,,70,2800.00
2024-03-07,C005,,20,480.00
2024-03-07,C005,,90,3600.00
2024-03-07,C028,,1,600.00
2024-03-13,C017,,1,1000.00
2024-03-14,C029,,1,300.00
2024-03-15,C030,,1,300.00
2024-03-15,C025,,2,2000.00
2024-03-18,C031,,4,4000.00
2024-03-19,C022,,2,1200.00
2024-03-20,C021,,1,300.00
2024-03-21,C005,,1,150.00
2024-03-25,C032,,1,600.00
2024-03-26,C027,,0.9,45.00
2024-03-31,C005,,9.29,278.70
2024-03-31,C005,,5.5,99.00
2024-03-31,C005,,0.5,9.00
2024-03-31,C005,,7,126.00
2024-03-31,C005,,6.25,112.50
2024-03-31,C005,,2,36.00
2024-03-31,C005,,4.75,85.50
2024-03-31,C005,,3,54.00
2024-03-31,C005,,3.25,58.50
2024-03-31,C005,,3.5,63.00
2024-03-31,C006,,3.9,58.50
2024-03-31,C006,,35.52,532.80
2024-03-31,C006,,28.59,857.70
2024-03-31,C013,,20.01,300.15
2024-03-31,C033,,0.9,540.00
2024-03-31,C033,,0.9,360.00
2024-04-01,C013,,1,300.00
2024-04-01,C010,,6,3600.00
2024-04-01,C010,,2,600.00
2024-04-01,C011,,34.75,1216.25
2024-04-01,C023,,20,700.00
2024-04-01,C034,,20,700.00
2024-04-01,C009,,4,4000.00
2024-04-01,C008,,2,600.00
2024-04-01,C008,,1,600.00
2024-04-01,C012,,2,1200.00
2024-04-01,C022,,1,3000.00
2024-04-01,C022,,1,1288.60
2024-04-01,C022,,1,520.00
2024-04-01,C020,,80,1800.00
2024-04-01,C014,,1,650.00
2024-04-01,C005,,1,10000.00
2024-04-01,C003,,1,78.38
2024-04-01,C033,,0.9,450.00
2024-04-01,C033,,0.9,360.00
2024-04-01,C033,,0.9,90.00
2024-04-05,C018,,1,300.00
2024-04-05,C031,,6,6000.00
2024-04-06,C027,,0.9,45.00
2024-04-06,C027,,0.9,45.00
2024-04-10,C035,,1,5400.00
2024-04-15,C008,,2,1200.00
2024-04-15,C011,,60,2100.00
2024-04-17,C029,,2,600.00
2024-04-17,C004,,1,900.00
2024-04-17,C013,,1,300.00
2024-04-20,C036,,0.9,900.00
2024-04-22,C017,,1,252.30
2024-04-22,C017,,1,6728.00
2024-04-25,C004,,1,1350.00
2024-04-29,C010,,6,3240.00
2024-04-29,C010,,2,540.00
2024-04-29,C037,,20,1500.00
2024-04-30,C008,,1,600.00
2024-04-30,C005,,35,904.21
2024-04-30,C005,,-13.5,-209.26
2024-04-30,C005,,4.76,184.46
2024-04-30,C005,,-12,-186.01
2024-04-30,C005,,10,258.34
2024-04-30,C005,,-27.42,-425.03
2024-04-30,C005,,51.95,805.26
2024-04-30,C005,,121.5,3138.89
2024-04-30,C005,,50,775.03
2024-04-30,C005,,11.5,178.26
2024-04-30,C005,,39,1007.55
2024-04-30,C005,,17,439.19
2024-04-30,C005,,4,62.00
2024-04-30,C005,,3.5,90.42
2024-04-30,C005,,67.5,1743.83
2024-04-30,C005,,1.83,47.28
2024-04-30,C005,,1,-5166.90
2024-04-30,C006,,24.92,373.80
2024-04-30,C006,,58.04,870.60
2024-04-30,C006,,9,450.00
2024-04-30,C006,,9.03,270.90
2024-05-01,C011,,40,1400.00
2024-05-01,C017,,5,6307.50
2024-05-01,C017,,1,252.30
2024-05-01,C017,,1,504.60
2024-05-01,C009,,4,4000.00
2024-05-01,C012,,2,1200.00
2024-05-01,C020,,80,1800.00
2024-05-01,C014,,1,650.00
2024-05-01,C005,,1,10000.00
2024-05-02,C035,,40,3600.00
2024-05-03,C031,,7,7000.00
2024-05-08,C018,,2,600.00
2024-05-13,C028,,1,600.00
2024-05-13,C013,,1,300.00
2024-05-14,C004,,1,1350.00
2024-05-14,C005,,15.07,904.20
2024-05-15,C004,,1,1350.00
2024-05-16,C038,,30,1500.00
2024-05-22,C017,,2,2523.00
2024-05-22,C017,,1,504.60
2024-05-22,C005,,1.88,33.75
2024-05-22,C005,,4.5,81.00
2024-05-22,C005,,0.45,8.10
2024-05-22,C005,,7.5,135.00
2024-05-22,C005,,6.25,112.50
2024-05-22,C005,,12,216.00
2024-05-22,C005,,2,36.00
2024-05-22,C005,,1.5,27.00
2024-05-22,C005,,0.5,9.00
2024-05-22,C005,,1.25,22.50
2024-05-22,C005,,0.5,9.00
2024-05-22,C005,,3.25,58.50
2024-05-23,C021,,1,600.00
2024-05-24,C039,,20,1800.00
2024-05-24,C010,,1,270.00
2024-05-24,C023,,20,700.00
2024-05-30,C040,,25,1500.00
2024-05-31,C005,,6.5,204.43
2024-05-31,C005,,16.89,318.72
2024-05-31,C005,,0.5,15.73
2024-05-31,C005,,96.4,3031.86
2024-05-31,C005,,103.5,1953.10
2024-05-31,C005,,46.5,1462.46
2024-05-31,C005,,49.5,1556.82
2024-05-31,C005,,9,169.83
2024-05-31,C005,,22.5,707.64
2024-05-31,C005,,5,94.35
2024-05-31,C005,,2,62.90
2024-05-31,C005,,30.5,959.25
2024-05-31,C005,,69.26,1306.97
2024-05-31,C005,,25.25,794.13
2024-05-31,C005,,11,345.96
2024-05-31,C005,,19.99,628.70
2024-05-31,C005,,1.5,47.18
2024-05-31,C005,,1,-6290.16
2024-05-31,C006,,1.02,15.30
2024-05-31,C006,,68.65,1029.75
2024-05-31,C006,,110.77,3323.10
2024-05-31,C006,,10.5,525.00
2024-05-31,C006,,40.84,2042.00
2024-05-31,C006,,58.15,1744.50
2024-06-03,C041,,20,1500.00
2024-06-03,C042,,20,1400.00
2024-06-03,C042,,2,350.00
2024-06-04,C011,,40,1400.00
2024-06-04,C017,,2,2649.23
2024-06-04,C017,,1,883.08
2024-06-04,C017,,1,264.92
2024-06-04,C020,,80,1766.15
2024-06-04,C014,,1,574.00
2024-06-05,C039,,20,1800.00
2024-06-05,C010,,6,3179.07
2024-06-05,C010,,2,529.85
2024-06-06,C009,,4,4000.00
2024-06-10,C038,,20,1000.00
2024-06-10,C013,,1,300.00
2024-06-13,C012,,1,600.00
2024-06-14,C030,,1,300.00
2024-06-17,C004,,1,4230.00
2024-06-19,C043,,1,9300.00
2024-06-21,C018,,1,300.00
2024-06-21,C018,,1,1000.00
2024-06-24,C044,,20,1500.00
2024-06-24,C011,,20,500.00
2024-06-24,C010,,1,540.00
2024-06-27,C013,,1,800.00
2024-06-27,C031,,8,8000.00
2024-06-30,C042,,18.5,1295.00
2024-06-30,C005,,1.49,35.76
2024-06-30,C005,,1,56.00
2024-06-30,C005,,89.37,2859.84
2024-06-30,C005,,16,896.00
2024-06-30,C005,,19.65,314.40
2024-06-30,C005,,73.66,1767.84
2024-06-30,C005,,3.5,84.00
2024-06-30,C005,,54,3024.00
2024-06-30,C005,,7.28,87.36
2024-06-30,C005,,6,336.00
2024-06-30,C005,,18.5,740.00
2024-06-30,C005,,3.42,82.08
2024-06-30,C005,,43,1720.00
2024-06-30,C005,,6.38,255.20
2024-06-30,C005,,3.5,196.00
2024-06-30,C005,,14,560.00
2024-06-30,C005,,13.01,312.24
2024-06-30,C005,,4,224.00
2024-06-30,C006,,55,825.00
2024-06-30,C006,,73,2190.00
2024-06-30,C006,,7.29,145.80
2024-06-30,C006,,0.75,37.50
2024-06-30,C006,,23.95,1197.50
2024-06-30,C006,,60.73,910.95
2024-06-30,C006,,48.72,1461.60
2024-07-01,C040,,20,1200.00
2024-07-01,C017,,1,1261.50
2024-07-01,C017,,1,841.00
2024-07-01,C017,,20.12,846.05
2024-07-01,C010,,2,540.00
2024-07-01,C010,,8,4320.00
2024-07-05,C018,,1,1000.00
2024-07-05,C018,,1,300.00
2024-07-05,C009,,4,4800.00
2024-07-05,C011,,40,1400.00
2024-07-05,C012,,2,1200.00
2024-07-05,C020,,80,1800.00
2024-07-05,C014,,1,650.00
2024-07-09,C021,,40,600.00
2024-07-09,C021,,9.5,285.00
2024-07-10,C023,,60,3000.00
2024-07-11,C045,,49,1715.00
2024-07-15,C004,,20,900.00
2024-07-16,C043,,1,9300.00
2024-07-17,C004,,1,1620.00
2024-07-18,C011,,9,315.00
2024-07-31,C042,,4.5,315.00
2024-07-31,C042,,4,280.00
2024-07-31,C042,,4,280.00
2024-07-31,C042,,1,38.00
2024-07-31,C005,,38.41,614.56
2024-07-31,C005,,62.73,2007.36
2024-07-31,C005,,39.75,2226.00
2024-07-31,C005,,4.03,64.48
2024-07-31,C005,,92.83,2227.92
2024-07-31,C005,,44,2464.00
2024-07-31,C005,,4.07,48.84
2024-07-31,C005,,4.33,242.48
2024-07-31,C005,,3.5,140.00
2024-07-31,C005,,8.25,462.00
2024-07-31,C005,,14,560.00
2024-07-31,C005,,15.5,620.00
2024-07-31,C005,,17.77,710.80
2024-07-31,C005,,9.5,380.00
2024-07-31,C005,,16,896.00
2024-07-31,C005,,11.5,276.00
2024-07-31,C005,,10,400.00
2024-07-31,C005,,29.42,706.08
2024-07-31,C005,,37.5,1500.00
2024-07-31,C005,,31,1736.00
2024-07-31,C006,,117,1755.00
2024-07-31,C006,,57.05,1711.50
2024-07-31,C006,,14.03,280.60
2024-07-31,C006,,14.02,701.00
2024-07-31,C006,,67.04,1005.60
2024-07-31,C006,,6.28,94.20
2024-07-31,C006,,66.91,2007.30
2024-07-31,C046,,0,0.00
2024-08-01,C045,,0,0.00
2024-08-01,C014,,40,650.00
2024-08-01,C047,,4,120.00
2024-08-23,C048,,4,240.00
2024-08-30,C043,,1,42900.00
2024-08-31,C017,,3.77,158.53
2024-08-31,C046,,2.32,46.40
2024-08-31,C046,,17.75,532.50
2024-08-31,C046,,33.24,498.60
2024-08-31,C042,,7.25,507.50
2024-08-31,C005,,3.42,54.72
2024-08-31,C005,,57.66,1845.12
2024-08-31,C005,,70,3920.00
2024-08-31,C005,,31.32,501.12
2024-08-31,C005,,60.66,1455.84
2024-08-31,C005,,39.25,2198.00
2024-08-31,C005,,3.7,88.80
2024-08-31,C005,,8.42,101.04
2024-08-31,C005,,3.75,210.00
2024-08-31,C005,,28.5,1140.00
2024-08-31,C005,,3.83,214.48
2024-08-31,C005,,71.83,1723.92
2024-08-31,C005,,2,80.00
2024-08-31,C005,,96.08,2305.92
2024-08-31,C005,,68,2720.00
2024-08-31,C005,,2,112.00
2024-08-31,C006,,36.33,544.95
2024-08-31,C006,,46.11,1383.30
2024-08-31,C006,,13.91,695.50
2024-08-31,C006,,1.5,105.00
2024-08-31,C006,,22.13,663.90
2024-08-31,C045,,4,140.00
2024-09-01,C014,,1,650.00
2024-09-01,C005,,1,36372.00
2024-09-04,C042,,3,114.00
2024-09-04,C049,,1,1375.00
2024-09-19,C008,,6.33,316.50
2024-09-27,C043,,1,42900.00
2024-09-30,C005,,98.69,3158.08
2024-09-30,C005,,33,792.00
2024-09-30,C005,,2.5,70.00
2024-09-30,C005,,13.45,322.80
2024-09-30,C005,,1.61,38.64
2024-09-30,C005,,9.65,115.80
2024-09-30,C005,,4,96.00
2024-09-30,C005,,22.92,916.80
2024-09-30,C005,,35,1400.00
2024-09-30,C005,,102.66,2463.84
2024-09-30,C005,,99,2376.00
2024-09-30,C005,,10,160.00
2024-09-30,C005,,83,3320.00
2024-09-30,C005,,1,48.00
2024-09-30,C042,,7.5,525.00
2024-09-30,C042,,1.5,105.00
2024-09-30,C050,,18.56,928.00
2024-09-30,C050,,44.57,2228.50
2024-09-30,C006,,1.01,15.15
2024-09-30,C006,,44.69,1340.70
2024-09-30,C006,,13.82,691.00
2024-09-30,C006,,0.33,23.10
2024-09-30,C006,,27.43,822.90
2024-09-30,C017,,17.38,730.83
2024-09-30,C046,,29.5,885.00
2024-09-30,C046,,4,60.00
2024-09-30,C046,,6,180.00
2024-09-30,C046,,25.37,380.55
2024-09-30,C013,,30.08,1052.80
2024-09-30,C050,,10,500.00
2024-10-01,C014,,1,650.00
2024-10-09,C043,,1,42900.00
2024-10-23,C049,,2.08,156.00
2024-10-28,C051,,1,2500.00
2024-10-30,C050,,31.58,1579.00
2024-10-30,C050,,12.92,646.00
2024-10-31,C031,,12.68,634.00
2024-10-31,C014,,4.87,73.05
2024-10-31,C013,,15.69,549.15
2024-10-31,C052,,5.75,115.00
2024-10-31,C006,,40.11,1203.30
2024-10-31,C006,,3.33,166.50
2024-10-31,C006,,18.47,554.10
2024-10-31,C046,,40,1200.00
2024-10-31,C046,,6,180.00
2024-10-31,C005,,85.84,2746.88
2024-10-31,C005,,58.25,1398.00
2024-10-31,C005,,51.48,2059.20
2024-10-31,C005,,29,1160.00
2024-10-31,C005,,4.32,138.24
2024-10-31,C005,,14.5,406.00
2024-10-31,C005,,93.01,2232.24
2024-10-31,C005,,19.76,237.12
2024-10-31,C005,,47.28,567.36
2024-10-31,C005,,25.01,300.12
2024-10-31,C005,,3,72.00
2024-10-31,C005,,103,4120.00
2024-10-31,C005,,30,1200.00
2024-10-31,C005,,85.06,2041.44
2024-10-31,C005,,52.25,1254.00
2024-10-31,C005,,18,288.00
2024-10-31,C005,,7.34,293.60
2024-10-31,C005,,51.5,2060.00
2024-10-31,C005,,1,48.00
2024-10-31,C053,,14.93,671.85
2024-10-31,C053,,20.08,903.60
2024-11-01,C014,,1,650.00
2024-11-15,C043,,1,22000.00
2024-11-29,C015,,3,600.00
2024-11-30,C010,,1.28,17.28
2024-11-30,C053,,3.5,157.50
2024-11-30,C053,,10.32,464.40
2024-11-30,C046,,13.5,675.00
2024-11-30,C046,,13.75,687.50
2024-11-30,C013,,11.36,170.40
2024-11-30,C052,,77,1540.00
2024-11-30,C005,,5.75,230.00
2024-11-30,C005,,44.49,2224.50
2024-11-30,C005,,120.14,3604.20
2024-11-30,C005,,2.25,67.50
2024-11-30,C005,,2.72,108.80
2024-11-30,C005,,3.14,125.60
2024-11-30,C005,,10.09,302.70
2024-11-30,C005,,53.99,809.85
2024-11-30,C005,,16.37,654.80
2024-11-30,C005,,59.93,2996.50
2024-11-30,C005,,37.44,1123.20
2024-11-30,C005,,124.09,6204.50
2024-11-30,C005,,1,60.00
2024-11-30,C006,,20.56,616.80
2024-11-30,C006,,4.51,225.50
2024-11-30,C006,,2.66,79.80
2024-11-30,C005,,43.25,1297.50
2024-11-30,C005,,80.44,4022.00
2024-11-30,C005,,1.14,34.20
2024-11-30,C005,,45,1350.00
2024-11-30,C005,,9,450.00
2024-11-30,C051,,1,2500.00
2024-12-02,C014,,1,650.00
2024-12-13,C050,,1,2125.00
2024-12-31,C021,,6.51,97.65
2024-12-31,C018,,5.94,89.10
2024-12-31,C052,,54,1080.00
2024-12-31,C046,,16.5,825.00
2024-12-31,C046,,12,600.00
2024-12-31,C046,,6,300.00
2024-12-31,C054,,32.5,3250.00
2024-12-31,C054,,53.5,5350.00
2024-12-31,C047,,23.86,715.80
2024-12-31,C013,,19.22,288.30
2024-12-31,C015,,2.5,125.00
2024-12-31,C015,,5.5,1512.50
2024-12-31,C017,,29,1219.45
2024-12-31,C017,,2.81,35.45
2024-12-31,C005,,111.93,5596.50
2024-12-31,C005,,179.16,5374.80
2024-12-31,C005,,7,210.00
2024-12-31,C005,,6,180.00
2024-12-31,C005,,1,50.00
2024-12-31,C005,,1.36,40.80
2024-12-31,C005,,60.27,904.05
2024-12-31,C005,,73,3650.00
2024-12-31,C005,,140.88,7044.00
2024-12-31,C005,,24.08,722.40
2024-12-31,C005,,17.75,532.50
2024-12-31,C005,,59.68,2984.00
2024-12-31,C005,,85.59,2567.70
2024-12-31,C005,,15.5,775.00
2024-12-31,C005,,1,60.00
2024-12-31,C006,,7.42,74.20
2024-12-31,C006,,0.98,29.40
2024-12-31,C006,,3.96,39.60
2024-12-31,C006,,1.05,31.50
2024-12-31,C006,,47.38,1421.40
2024-12-31,C006,,5.17,258.50
2024-12-31,C006,,2.14,64.20
2024-12-31,C005,,28.38,1419.00
2024-12-31,C005,,9.5,475.00
2024-12-31,C005,,40.04,1201.20
2024-12-31,C005,,4.04,40.40
2024-12-31,C005,,2,30.00
2024-12-31,C005,,21.95,658.50
2024-12-31,C005,,8,400.00
2024-12-31,C005,,1,30.00
2024-12-31,C005,,32.6,1141.00
2024-12-31,C005,,41,820.00
2024-12-31,C005,,16.87,506.10
2024-12-31,C005,,13,390.00
2024-12-31,C005,,5,250.00
2024-12-31,C055,,3.8,114.00
2024-12-31,C046,A001,12.25,122.50
2024-12-31,C050,,1,2000.00
2025-01-02,C014,,1,650.00
2025-01-02,C018,,1,7800.00
2025-01-08,C055,,5,150.00
2025-01-23,C056,,1,1000.00
2025-01-31,C057,,0.75,22.50
2025-01-31,C058,,14.5,725.00
2025-01-31,C059,,6.44,322.00
2025-01-31,C011,A002,5.25,315.00
2025-01-31,C013,,26,390.00
2025-01-31,C046,A003,13.73,411.90
2025-01-31,C046,A003,52.96,1588.80
2025-01-31,C047,A003,43.44,1303.20
2025-01-31,C015,,51.5,2575.00
2025-01-31,C015,,3.25,893.75
2025-01-31,C060,,3,150.00
2025-01-31,C060,,2,550.00
2025-01-31,C006,A004,3.23,32.30
2025-01-31,C006,A005,0.65,19.50
2025-01-31,C006,A006,19.13,191.30
2025-01-31,C006,A004,2.23,22.30
2025-01-31,C006,A005,1.71,51.30
2025-01-31,C006,A007,74.36,2230.80
2025-01-31,C054,A008,68.25,5118.75
2025-01-31,C054,A009,36.33,3633.00
2025-01-31,C054,A010,60.75,6075.00
2025-01-31,C054,A011,166,16600.00
2025-01-31,C046,A012,103.34,5167.00
2025-01-31,C046,A013,9.75,487.50
2025-01-31,C046,A014,5.14,154.20
2025-01-31,C046,A015,7.25,217.50
2025-01-31,C005,A012,58.5,2751.37
2025-01-31,C005,A016,125.62,5908.15
2025-01-31,C005,A017,74.33,2097.53
2025-01-31,C005,A018,12,338.63
2025-01-31,C005,A016,87.8,4129.40
2025-01-31,C005,A003,20.36,574.54
2025-01-31,C005,A019,13,366.85
2025-01-31,C005,A017,14.07,397.04
2025-01-31,C005,A005,1.31,36.97
2025-01-31,C005,A020,47.95,676.55
2025-01-31,C005,A018,14.5,409.18
2025-01-31,C005,A021,46.57,1314.17
2025-01-31,C005,A022,5.02,141.66
2025-01-31,C005,A023,5.26,74.22
2025-01-31,C005,A018,7.75,218.70
2025-01-31,C005,A013,100.66,4734.23
2025-01-31,C005,A005,39.53,1115.50
2025-01-31,C005,A024,6,112.88
2025-01-31,C005,A020,7.07,99.75
2025-01-31,C005,A016,8.92,419.52
2025-01-31,C005,A017,41.42,1168.84
2025-01-31,C005,A021,9.35,263.85
2025-01-31,C005,A012,12.5,587.90
2025-01-31,C005,A025,111.71,5253.93
2025-01-31,C005,A014,27.49,775.74
2025-01-31,C005,A026,102.32,2887.38
2025-01-31,C005,A017,9.08,256.23
2025-01-31,C005,A013,1.5,70.55
2025-01-31,C005,,1,56.44
2025-02-04,C014,,1,650.00
2025-02-18,C043,,1,57200.00
2025-02-25,C024,,10.5,315.00
2025-02-28,C024,,30.88,926.40
2025-02-28,C055,,19.5,975.00
2025-02-28,C024,,21.07,632.10
2025-02-28,C024,,13.25,132.50
2025-02-28,C009,,1.67,100.20
2025-02-28,C017,,14,588.70
2025-02-28,C049,,32.79,1639.50
2025-02-28,C060,,42.33,2116.50
2025-02-28,C060,,7,1925.00
2025-02-28,C060,,9,342.00
2025-02-28,C059,,7.44,372.00
2025-02-28,C046,,48.43,2421.50
2025-02-28,C046,,21.16,1058.00
2025-02-28,C046,,7,210.00
2025-02-28,C061,,3,300.00
2025-02-28,C013,,25.92,388.80
2025-02-28,C013,,1.76,61.60
2025-02-28,C010,,8,216.00
2025-02-28,C054,,144,10800.00
2025-02-28,C054,,147.5,14750.00
2025-02-28,C054,,21.11,1055.50
2025-02-28,C054,,76.77,5757.75
2025-02-28,C054,,144.5,14450.00
2025-02-28,C006,,13.02,130.20
2025-02-28,C006,,1.07,32.10
2025-02-28,C006,,26.85,805.50
2025-02-28,C006,,7.98,239.40
2025-02-28,C006,,3,150.00
2025-02-28,C005,A012,18.28,883.35
2025-02-28,C005,A027,37.5,1087.27
2025-02-28,C005,A016,143.16,6917.94
2025-02-28,C005,A014,61.4,1780.23
2025-02-28,C005,A017,79.77,2312.84
2025-02-28,C005,A021,20.7,600.17
2025-02-28,C005,A012,8.36,403.98
2025-02-28,C005,A018,9.5,275.44
2025-02-28,C005,A016,68.44,3307.24
2025-02-28,C005,A019,20.75,601.62
2025-02-28,C005,A028,27.48,796.75
2025-02-28,C005,A029,3.46,167.20
2025-02-28,C005,A020,49.35,715.42
2025-02-28,C005,A021,20.41,591.77
2025-02-28,C005,A012,2.18,105.34
2025-02-28,C005,A013,53.08,2564.99
2025-02-28,C005,A005,1.31,37.98
2025-02-28,C005,A019,16,463.90
2025-02-28,C005,A026,15.67,454.33
2025-02-28,C005,A025,48.75,2355.75
2025-02-28,C005,A014,9.77,283.27
2025-02-28,C005,A026,16.75,485.65
2025-02-28,C005,A013,71.91,3474.92
2025-02-28,C005,A014,23.56,683.10
2025-02-28,C005,A019,18.5,536.39
2025-02-28,C005,,1,57.99
2025-03-01,C005,,1,18186.00
2025-03-03,C014,,1,650.00
2025-03-31,C011,,74.65,1866.25
2025-03-31,C011,,29.65,741.25
2025-03-31,C011,,31.16,1090.60
2025-03-31,C062,,10.07,201.40
2025-03-31,C010,,213.17,5755.59
2025-03-31,C010,,61.26,827.01
2025-03-31,C009,,7.07,424.20
2025-03-31,C063,,92.98,7438.40
2025-03-31,C024,,20.5,205.00
2025-03-31,C024,,95,2850.00
2025-03-31,C024,,6,180.00
2025-03-31,C055,,50.49,2524.50
2025-03-31,C049,,13.19,659.50
2025-03-31,C060,,8,400.00
2025-03-31,C060,,1,275.00
2025-03-31,C059,,18.32,916.00
2025-03-31,C046,,33.54,1677.00
2025-03-31,C054,,120,9000.00
2025-03-31,C054,,176.25,17625.00
2025-03-31,C054,,99.42,4971.00
2025-03-31,C054,,170.48,12786.00
2025-03-31,C054,,88.5,8850.00
2025-03-31,C054,,113.5,11350.00
2025-03-31,C054,,1,4000.00
2025-03-31,C013,,29.06,435.90
2025-03-31,C017,,1.96,123.63
2025-03-31,C017,,14.53,183.30
2025-03-31,C017,,0.5,21.03
2025-03-31,C006,A017,4.12,164.80
2025-03-31,C006,A030,0.33,4.95
2025-03-31,C006,A026,17.87,536.10
2025-03-31,C006,A021,1.25,37.50
2025-03-31,C006,A027,42.25,1267.50
2025-03-31,C006,A025,5.22,261.00
2025-03-31,C006,A019,21,630.00
2025-03-31,C006,A006,0.33,4.95
2025-03-31,C006,A025,12.13,606.50
2025-03-31,C006,A007,0.52,15.60
2025-03-31,C006,A026,13.33,399.90
2025-03-31,C005,A031,9.3,370.04
2025-03-31,C005,A012,9,447.63
2025-03-31,C005,A014,80.81,2411.54
2025-03-31,C005,A017,35.98,1431.62
2025-03-31,C005,A013,18.66,928.09
2025-03-31,C005,A017,80.8,3214.98
2025-03-31,C005,A018,22,656.52
2025-03-31,C005,A027,16,477.47
2025-03-31,C005,A020,35.69,532.53
2025-03-31,C005,A026,20.5,611.76
2025-03-31,C005,A032,16.95,505.82
2025-03-31,C005,A025,26.24,1305.09
2025-03-31,C005,A018,1,29.84
2025-03-31,C005,A013,20.58,1023.58
2025-03-31,C005,A019,18.5,552.08
