date,user_id,user_role,action_type,count
2026-03-31,U028,analyst,chat_started,2
2026-03-31,U028,analyst,ai_run,17
2026-03-31,U029,admin,chat_started,3
2026-03-31,U029,admin,ai_run,26
2026-04-01,U002,admin,chat_started,1
2026-04-01,U002,admin,ai_run,5
2026-04-01,U008,admin,chat_started,3
2026-04-01,U008,admin,ai_run,63
2026-04-01,U014,admin,ai_run,1
2026-04-01,U017,admin,chat_started,6
2026-04-01,U017,admin,ai_run,9
2026-04-01,U023,analyst,chat_started,1
2026-04-01,U023,analyst,ai_run,4
2026-04-02,U001,admin,chat_started,3
2026-04-02,U001,admin,ai_run,21
2026-04-02,U008,admin,chat_started,2
2026-04-02,U008,admin,ai_run,26
2026-04-02,U013,analyst,chat_started,1
2026-04-02,U013,analyst,ai_run,2
2026-04-02,U015,admin,chat_started,1
2026-04-02,U015,admin,ai_run,8
2026-04-02,U023,analyst,chat_started,1
2026-04-02,U023,analyst,ai_run,9
2026-04-03,U017,admin,chat_started,9
2026-04-03,U017,admin,ai_run,41
2026-04-04,U015,admin,chat_started,2
2026-04-04,U015,admin,ai_run,9
2026-04-06,U003,admin,chat_started,1
2026-04-06,U003,admin,ai_run,3
2026-04-06,U012,analyst,chat_started,1
2026-04-06,U012,analyst,ai_run,11
2026-04-06,U015,admin,chat_started,1
2026-04-06,U015,admin,ai_run,3
2026-04-07,U003,admin,chat_started,1
2026-04-07,U003,admin,ai_run,20
2026-04-07,U013,analyst,chat_started,3
2026-04-07,U013,analyst,ai_run,14
2026-04-07,U015,admin,chat_started,1
2026-04-07,U015,admin,ai_run,2
2026-04-07,U017,admin,chat_started,2
2026-04-07,U017,admin,ai_run,7
2026-04-07,U019,admin,chat_started,1
2026-04-07,U019,admin,ai_run,3
2026-04-08,U013,analyst,chat_started,6
2026-04-08,U013,analyst,ai_run,84
2026-04-08,U019,admin,chat_started,4
2026-04-08,U019,admin,ai_run,16
2026-04-08,U030,analyst,chat_started,1
2026-04-08,U030,analyst,ai_run,2
2026-04-09,U017,admin,chat_started,1
2026-04-09,U017,admin,ai_run,3
2026-04-13,U001,admin,chat_started,1
2026-04-13,U001,admin,ai_run,3
2026-04-13,U002,admin,chat_started,2
2026-04-13,U002,admin,ai_run,32
2026-04-13,U003,admin,chat_started,1
2026-04-13,U003,admin,ai_run,38
2026-04-13,U017,admin,chat_started,1
2026-04-13,U017,admin,ai_run,3
2026-04-13,U019,admin,chat_started,5
2026-04-13,U019,admin,ai_run,21
2026-04-13,U031,analyst,chat_started,1
2026-04-13,U031,analyst,ai_run,2
2026-04-13,U032,analyst,chat_started,2
2026-04-13,U032,analyst,ai_run,6
2026-04-13,U033,analyst,chat_started,1
2026-04-13,U033,analyst,ai_run,2
2026-04-14,U010,admin,chat_started,11
2026-04-14,U010,admin,ai_run,51
2026-04-14,U019,admin,chat_started,3
2026-04-14,U019,admin,ai_run,10
2026-04-14,U032,analyst,chat_started,2
2026-04-14,U032,analyst,ai_run,10
2026-04-15,U001,admin,chat_started,6
2026-04-15,U001,admin,ai_run,41
2026-04-15,U002,admin,chat_started,4
2026-04-15,U002,admin,ai_run,46
2026-04-15,U008,admin,chat_started,4
2026-04-15,U008,admin,ai_run,55
2026-04-15,U010,admin,chat_started,1
2026-04-15,U010,admin,ai_run,3
2026-04-15,U027,analyst,chat_started,1
2026-04-15,U027,analyst,ai_run,76
2026-04-16,U010,admin,chat_started,1
2026-04-16,U010,admin,ai_run,3
2026-04-16,U034,analyst,chat_started,2
2026-04-16,U034,analyst,ai_run,14
2026-04-17,U010,admin,chat_started,4
2026-04-17,U010,admin,ai_run,44
2026-04-17,U035,analyst,chat_started,1
2026-04-17,U035,analyst,ai_run,5
2026-04-18,U010,admin,ai_run,7
2026-04-18,U019,admin,chat_started,3
2026-04-18,U019,admin,ai_run,21
2026-04-19,U010,admin,chat_started,2
2026-04-19,U010,admin,ai_run,45
2026-04-19,U032,analyst,chat_started,1
2026-04-19,U032,analyst,ai_run,5
2026-04-20,U002,admin,chat_started,1
2026-04-20,U002,admin,ai_run,9
2026-04-20,U019,admin,chat_started,6
2026-04-20,U019,admin,ai_run,49
2026-04-20,U036,analyst,chat_started,1
2026-04-20,U036,analyst,ai_run,2
2026-04-21,U003,admin,chat_started,4
2026-04-21,U003,admin,ai_run,33
2026-04-21,U010,admin,chat_started,3
2026-04-21,U010,admin,ai_run,60
2026-04-21,U027,analyst,chat_started,1
2026-04-21,U027,analyst,ai_run,18
2026-04-21,U032,analyst,chat_started,1
2026-04-21,U032,analyst,ai_run,10
2026-04-21,U037,analyst,ai_run,2
2026-04-22,U010,admin,chat_started,4
2026-04-22,U010,admin,ai_run,60
2026-04-22,U015,admin,chat_started,1
2026-04-22,U015,admin,ai_run,3
2026-04-22,U038,analyst,chat_started,1
2026-04-22,U038,analyst,ai_run,2
2026-04-23,U002,admin,chat_started,1
2026-04-23,U002,admin,ai_run,10
2026-04-23,U005,analyst,chat_started,3
2026-04-23,U005,analyst,ai_run,162
2026-04-23,U007,analyst,chat_started,1
2026-04-23,U007,analyst,ai_run,2
2026-04-23,U010,admin,chat_started,3
2026-04-23,U010,admin,ai_run,69
2026-04-23,U028,analyst,chat_started,2
2026-04-23,U028,analyst,ai_run,24
2026-04-23,U030,analyst,chat_started,1
2026-04-23,U030,analyst,ai_run,21
2026-04-23,U036,analyst,chat_started,1
2026-04-23,U036,analyst,ai_run,306
2026-04-23,U037,analyst,chat_started,1
2026-04-23,U037,analyst,ai_run,132
2026-04-23,U038,analyst,chat_started,1
2026-04-23,U038,analyst,ai_run,13
2026-04-24,U010,admin,chat_started,4
2026-04-24,U010,admin,ai_run,83
2026-04-24,U012,analyst,chat_started,1
2026-04-24,U012,analyst,ai_run,1
2026-04-24,U013,analyst,chat_started,1
2026-04-24,U013,analyst,ai_run,18
2026-04-24,U035,analyst,chat_started,2
2026-04-24,U035,analyst,ai_run,20
2026-04-24,U036,analyst,chat_started,1
2026-04-24,U036,analyst,ai_run,6
2026-04-24,U039,analyst,chat_started,3
2026-04-24,U039,analyst,ai_run,44
2026-04-24,U040,analyst,chat_started,2
2026-04-24,U040,analyst,ai_run,18
2026-04-25,U027,analyst,chat_started,2
2026-04-25,U027,analyst,ai_run,10
2026-04-26,U041,analyst,chat_started,1
2026-04-26,U041,analyst,ai_run,21
2026-04-26,U042,analyst,chat_started,1
2026-04-26,U042,analyst,ai_run,179
2026-04-27,U003,admin,chat_started,2
2026-04-27,U003,admin,ai_run,38
2026-04-27,U011,analyst,chat_started,2
2026-04-27,U011,analyst,ai_run,14
2026-04-27,U014,admin,chat_started,1
2026-04-27,U014,admin,ai_run,4
2026-04-27,U027,analyst,ai_run,2
2026-04-27,U034,analyst,chat_started,18
2026-04-27,U034,analyst,ai_run,157
2026-04-27,U035,analyst,chat_started,4
2026-04-27,U035,analyst,ai_run,29
2026-04-28,U003,admin,ai_run,8
2026-04-28,U007,analyst,chat_started,2
2026-04-28,U007,analyst,ai_run,6
2026-04-28,U010,admin,chat_started,2
2026-04-28,U010,admin,ai_run,20
2026-04-28,U017,admin,chat_started,1
2026-04-28,U017,admin,ai_run,3
2026-04-28,U019,admin,chat_started,1
2026-04-28,U019,admin,ai_run,9
2026-04-28,U027,analyst,ai_run,6
2026-04-28,U034,analyst,chat_started,2
2026-04-28,U034,analyst,ai_run,5
2026-04-28,U035,analyst,chat_started,4
2026-04-28,U035,analyst,ai_run,38
2026-04-29,U013,analyst,chat_started,1
2026-04-29,U013,analyst,ai_run,2
2026-04-29,U026,analyst,chat_started,1
2026-04-29,U026,analyst,ai_run,4
2026-04-29,U031,analyst,chat_started,1
2026-04-29,U031,analyst,ai_run,4
2026-04-29,U035,analyst,chat_started,1
2026-04-29,U035,analyst,ai_run,7
2026-04-29,U043,analyst,chat_started,3
2026-04-29,U043,analyst,ai_run,6
2026-04-30,U008,admin,chat_started,1
2026-04-30,U008,admin,ai_run,3
2026-04-30,U009,analyst,chat_started,1
2026-04-30,U009,analyst,ai_run,2
2026-04-30,U010,admin,chat_started,2
2026-04-30,U010,admin,ai_run,34
2026-04-30,U011,analyst,chat_started,5
2026-04-30,U011,analyst,ai_run,41
2026-04-30,U013,analyst,chat_started,2
2026-04-30,U013,analyst,ai_run,66
2026-04-30,U017,admin,chat_started,3
2026-04-30,U017,admin,ai_run,27
2026-04-30,U027,analyst,chat_started,1
2026-04-30,U027,analyst,ai_run,10
2026-04-30,U035,analyst,chat_started,1
2026-04-30,U035,analyst,ai_run,2
